"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"8800","97","40","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All bottles are glass.","FA","Human"
"8801","97","41","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some people have noses with two nostrils.","UI","Furhat"
"8802","97","42","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some dogs are mammals with four legs.","UI","Furhat"
"8803","97","43","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some doctors attended college to obtain a degree.","UI","Furhat"
"8804","97","44","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some televisions have screens on them.","UI","Furhat"
"8805","97","45","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some mothers have children.","UI","Furhat"
"8806","97","46","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some tables have legs to support them.","UI","Furhat"
"8807","97","47","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some fire is hot to the touch.","UI","Furhat"
"8808","97","48","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some eyes have pupils.","UI","Furhat"
"8809","97","49","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some apples have cores.","UI","Furhat"
"8810","97","50","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some children are under eighteen.","UI","Furhat"
"8811","97","51","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some people have dogs as pets in the house.","TS","Furhat"
"8812","97","52","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some cookies are chocolate flavored with chocolate chips.","TS","Furhat"
"8813","97","53","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some shoes have high heels.","TS","Furhat"
"8814","97","54","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some women wear lipstick as makeup.","TS","Furhat"
"8815","97","55","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some students are failing the algebra class.","TS","Furhat"
"8816","97","56","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some plants grow flowers.","TS","Furhat"
"8817","97","57","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some planets have rings around them.","TS","Furhat"
"8818","97","58","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some hair is brown.","TS","Furhat"
"8819","97","59","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some food is spicy.","TS","Furhat"
"8820","97","60","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some lawyers drive fast cars.","TS","Furhat"
"8821","97","61","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All blue jays are birds.","TA","Furhat"
"8822","97","62","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All horses have hooves.","TA","Furhat"
"8823","97","63","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All hammers have handles.","TA","Furhat"
"8824","97","64","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All airplanes have wings.","TA","Furhat"
"8825","97","65","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All snow is cold.","TA","Furhat"
"8826","97","66","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All pancakes are flat.","TA","Furhat"
"8827","97","67","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All people have necks.","TA","Furhat"
"8828","97","68","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All telephones make calls.","TA","Furhat"
"8829","97","69","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All dressers have drawers.","TA","Furhat"
"8830","97","70","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All hearts have aortas.","TA","Furhat"
"8831","97","71","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All women are doctors.","FA","Furhat"
"8832","97","72","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All rabbits are white.","FA","Furhat"
"8833","97","73","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All restaurants serve cakes.","FA","Furhat"
"8834","97","74","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All ears are small.","FA","Furhat"
"8835","97","75","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All businessmen own banks.","FA","Furhat"
"8836","97","76","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All politicians are liberal.","FA","Furhat"
"8837","97","77","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All cheese has holes.","FA","Furhat"
"8838","97","78","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All mathematicians are Ukrainian.","FA","Furhat"
"8839","97","79","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All sisters play tennis.","FA","Furhat"
"8840","97","80","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All hunters eat lasagna.","FA","Furhat"
"8841","97","81","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some cats are mammals.","UI","Cylinder"
"8842","97","82","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some frogs are amphibians.","UI","Cylinder"
"8844","97","84","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some spoons are eating utensils.","UI","Cylinder"
"8845","97","85","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some sailboats have sails.","UI","Cylinder"
"8847","97","87","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some firemen extinguish fires.","UI","Cylinder"
"8848","97","88","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some cars have wheels.","UI","Cylinder"
"8850","97","90","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some triangles have three sides.","UI","Cylinder"
"8852","97","92","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some women wear dresses.","TS","Cylinder"
"8853","97","93","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some runners use treadmills.","TS","Cylinder"
"8854","97","94","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some farmers raise cows.","TS","Cylinder"
"8855","97","95","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some trees grow fruit.","TS","Cylinder"
"8856","97","96","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some gardens grow vegetables.","TS","Cylinder"
"8857","97","97","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some insects have wings.","TS","Cylinder"
"8858","97","98","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some schools are private.","TS","Cylinder"
"8859","97","99","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some artists make sculptures.","TS","Cylinder"
"8860","97","100","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","Some men wear suits.","TS","Cylinder"
"8861","97","101","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All unicycles have one wheel.","TA","Cylinder"
"8862","97","102","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All bears have fur.","TA","Cylinder"
"8863","97","103","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All nuts contain protein.","TA","Cylinder"
"8864","97","104","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All mountains have peaks.","TA","Cylinder"
"8865","97","105","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All lobsters are crustaceans.","TA","Cylinder"
"8866","97","106","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All bars serve alcohol.","TA","Cylinder"
"8867","97","107","4","Cylinder_Human_Furhat",4,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All toothpastes clean teeth.","TA","Cylinder"
"8868","97","108","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All raccoons are nocturnal.","TA","Cylinder"
"8869","97","109","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All skyscrapers are tall.","TA","Cylinder"
"8870","97","110","4","Cylinder_Human_Furhat",5,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All lifeguards know CPR.","TA","Cylinder"
"8871","97","111","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All insects are harmful.","FA","Cylinder"
"8872","97","112","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All athletes are runners.","FA","Cylinder"
"8873","97","113","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All houses have garages.","FA","Cylinder"
"8874","97","114","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All shoes have laces.","FA","Cylinder"
"8875","97","115","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All bands have saxophonists.","FA","Cylinder"
"8877","97","117","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All kids like asparagus.","FA","Cylinder"
"8878","97","118","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All boxes are large.","FA","Cylinder"
"8879","97","119","4","Cylinder_Human_Furhat",1,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All people are retired.","FA","Cylinder"
"8880","97","120","4","Cylinder_Human_Furhat",2,"19","female","English","None","English","whole life","Mac","Hard to pick inbetween 1 and 5 because the statement was either true or it wasnt, Maybe if it said ""some peppers have stems"" I would put two, because all peppers have stems not just some.","All fishermen catch sharks.","FA","Cylinder"
"1801","98","1","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some cats are mammals.","UI","Human"
"1802","98","2","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some frogs are amphibians.","UI","Human"
"1804","98","4","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some spoons are eating utensils.","UI","Human"
"1805","98","5","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some sailboats have sails.","UI","Human"
"1807","98","7","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some firemen extinguish fires.","UI","Human"
"1808","98","8","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some cars have wheels.","UI","Human"
"1810","98","10","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some triangles have three sides.","UI","Human"
"1812","98","12","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some women wear dresses.","TS","Human"
"1813","98","13","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some runners use treadmills.","TS","Human"
"1814","98","14","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some farmers raise cows.","TS","Human"
"1815","98","15","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some trees grow fruit.","TS","Human"
"1816","98","16","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some gardens grow vegetables.","TS","Human"
"1817","98","17","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some insects have wings.","TS","Human"
"1818","98","18","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some schools are private.","TS","Human"
"1819","98","19","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some artists make sculptures.","TS","Human"
"1820","98","20","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some men wear suits.","TS","Human"
"1821","98","21","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All unicycles have one wheel.","TA","Human"
"1822","98","22","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All bears have fur.","TA","Human"
"1823","98","23","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All nuts contain protein.","TA","Human"
"1824","98","24","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All mountains have peaks.","TA","Human"
"1825","98","25","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All lobsters are crustaceans.","TA","Human"
"1826","98","26","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All bars serve alcohol.","TA","Human"
"1827","98","27","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All toothpastes clean teeth.","TA","Human"
"1828","98","28","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All raccoons are nocturnal.","TA","Human"
"1829","98","29","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All skyscrapers are tall.","TA","Human"
"1830","98","30","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All lifeguards know CPR.","TA","Human"
"1831","98","31","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All insects are harmful.","FA","Human"
"1832","98","32","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All athletes are runners.","FA","Human"
"1833","98","33","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All houses have garages.","FA","Human"
"1834","98","34","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All shoes have laces.","FA","Human"
"1835","98","35","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All bands have saxophonists.","FA","Human"
"1837","98","37","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All kids like asparagus.","FA","Human"
"1838","98","38","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All boxes are large.","FA","Human"
"1839","98","39","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All people are retired.","FA","Human"
"1840","98","40","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All fishermen catch sharks.","FA","Human"
"1841","98","41","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some rain is wet and falls from the sky.","UI","Furhat"
"1842","98","42","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some baseballs are round and can be thrown.","UI","Furhat"
"1843","98","43","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some wine is liquid and can be drunk.","UI","Furhat"
"1844","98","44","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some books have pages in them.","UI","Furhat"
